year,CrimeDate,CrimeTime,CrimeCode,Location,Description,Inside/Outside,Weapon,Post,District,Neighborhood,Location 1,Premise,Total Incidents
2012,7/13/12,18:30:00,3B,900 N CALHOUN ST,ROBBERY - STREET,O,,743,WESTERN,Sandtown-Winchester,"(39.2990500000, -76.6401700000)",STREET,1
2012,7/13/12,19:15:00,3BJ,5000 DENMORE AV,ROBBERY - CARJACKING,O,,614,NORTHWESTERN,Central Park Heights,"(39.3467600000, -76.6749200000)",STREET,1
2012,7/13/12,23:21:00,3B,5200 EASTBURY AV,ROBBERY - STREET,O,,443,NORTHEASTERN,Frankford,"(39.3221000000, -76.5509800000)",STREET,1
2012,7/13/12,23:30:00,3AO,3000 CALVERT ST,ROBBERY - STREET,O,OTHER,512,NORTHERN,Charles Village,"(39.3248500000, -76.6147100000)",YARD,1
2012,7/13/12,23:30:00,3AO,3000 CALVERT ST,ROBBERY - STREET,,OTHER,512,NORTHERN,Charles Village,"(39.3248500000, -76.6147100000)",,1
2012,7/13/12,23:30:00,3AO,3000 CALVERT ST,ROBBERY - STREET,,OTHER,512,NORTHERN,Charles Village,"(39.3248500000, -76.6147100000)",,1
2012,7/12/12,0:07:00,3AJK,3800 E LOMBARD ST,ROBBERY - CARJACKING,O,KNIFE,223,SOUTHEASTERN,Baltimore Highlands,"(39.2915000000, -76.5655200000)",STREET,1
2012,7/12/12,1:34:00,3AJF,2600 GWYNNS FALLS PW,ROBBERY - CARJACKING,O,FIREARM,731,NORTHWESTERN,Panway/Braddish Avenue,"(39.3149600000, -76.6604900000)",STREET,1
2012,7/12/12,2:04:00,3NF,5300 PLAINFIELD AV,ROBBERY - STREET,I,FIREARM,444,NORTHEASTERN,Frankford,"(39.3346500000, -76.5468300000)",ROW/TOWNHO,1
2012,7/12/12,2:04:00,3NF,5300 PLAINFIELD AV,ROBBERY - STREET,I,FIREARM,444,NORTHEASTERN,Frankford,"(39.3346500000, -76.5468300000)",ROW/TOWNHO,1
2012,7/12/12,3:05:00,3B,1700 GOUGH ST,ROBBERY - STREET,O,,213,SOUTHEASTERN,Fells Point,"(39.2876600000, -76.5933600000)",STREET,1
2012,7/12/12,3:05:00,3B,1700 GOUGH ST,ROBBERY - STREET,O,,213,SOUTHEASTERN,Fells Point,"(39.2876600000, -76.5933600000)",STREET,1
2012,7/12/12,3:23:00,3AF,3600 ROBERTS PL,ROBBERY - STREET,O,FIREARM,223,SOUTHEASTERN,Baltimore Highlands,"(39.2956800000, -76.5675700000)",STREET,1
2012,7/12/12,5:00:00,3CF,1200 W NORTH AV,ROBBERY - COMMERCIAL,I,FIREARM,131,WESTERN,Druid Heights,"(39.3102600000, -76.6370600000)",FAST FOOD,1
2012,7/12/12,6:50:00,3B,3300 PIEDMONT AV,ROBBERY - STREET,O,,641,NORTHWESTERN,Hanlon-Longwood,"(39.3162900000, -76.6735000000)",STREET,1
2012,7/12/12,11:00:00,3B,3400 PARK HEIGHTS AV,ROBBERY - STREET,O,,612,NORTHWESTERN,Park Circle,"(39.3263400000, -76.6576900000)",OTHER - OU,1
2012,7/12/12,12:20:00,3AK,300 N HIGH ST,ROBBERY - STREET,,KNIFE,211,SOUTHEASTERN,Jonestown,"(39.2932900000, -76.6063400000)",,1
2012,7/12/12,12:45:00,3B,500 W SARATOGA ST,ROBBERY - STREET,O,,121,CENTRAL,University Of Maryland,"(39.2928000000, -76.6226000000)",STREET,1
2012,7/12/12,22:55:00,3P,1600 W NORTH AV,ROBBERY - STREET,O,,733,WESTERN,Penn North,"(39.3100300000, -76.6426300000)",OTHER - OU,1
2012,7/12/12,23:10:00,3AF,300 S REGESTER ST,ROBBERY - STREET,O,FIREARM,212,SOUTHEASTERN,Upper Fells Point,"(39.2874900000, -76.5923700000)",STREET,1
2012,7/12/12,23:50:00,3B,3100 FLEET ST,ROBBERY - STREET,O,,232,SOUTHEASTERN,Canton,"(39.2854200000, -76.5723500000)",STREET,1
2012,7/11/12,1:50:00,3AF,4300 10TH ST,ROBBERY - STREET,O,FIREARM,913,SOUTHERN,Brooklyn,"(39.2267100000, -76.5997600000)",SCHOOL PLA,1
2012,7/11/12,2:25:00,3AJF,600 W FRANKLIN ST,ROBBERY - CARJACKING,O,FIREARM,143,CENTRAL,Seton Hill,"(39.2947300000, -76.6257800000)",PARKING LO,1
2012,7/11/12,3:00:00,3AF,900 E 25TH ST,ROBBERY - STREET,O,FIREARM,411,NORTHEASTERN,Coldstream Homestead Montebello,"(39.3179600000, -76.6008400000)",STREET,1
2012,7/11/12,8:20:00,3AF,2000 N BENTALOU ST,ROBBERY - STREET,O,FIREARM,731,WESTERN,Mondawmin,"(39.3120100000, -76.6542800000)",STREET,1
2012,7/11/12,16:54:00,3B,1300 MADISON AVE,ROBBERY - STREET,O,,132,CENTRAL,Madison Park,"(39.3032300000, -76.6272000000)",STREET,1
2012,7/11/12,22:00:00,3B,200 W MONUMENT ST,ROBBERY - STREET,O,,142,CENTRAL,Mount Vernon,"(39.2974500000, -76.6185000000)",STREET,1
2012,7/11/12,23:40:00,3CF,3300 W MULBERRY ST,ROBBERY - COMMERCIAL,O,FIREARM,843,SOUTHWESTERN,Allendale,"(39.2917900000, -76.6732700000)",STREET,1
2012,7/10/12,8:30:00,3AF,1200 W PRATT ST,ROBBERY - STREET,I,FIREARM,932,SOUTHERN,Washington Village/Pigtown,"(39.2855800000, -76.6374100000)",SHOPPING M,1
2012,7/10/12,10:00:00,3CO,3200 W ROGERS AV,ROBBERY - COMMERCIAL,I,OTHER,633,NORTHWESTERN,Pimlico Good Neighbors,"(39.3540200000, -76.6789500000)",GROCERY/CO,1
2012,7/10/12,15:05:00,3B,3600 E BALTIMORE ST,ROBBERY - STREET,O,,223,SOUTHEASTERN,Baltimore Highlands,"(39.2925900000, -76.5672700000)",STREET,1
2012,7/10/12,17:00:00,3K,1100 E CHASE ST,ROBBERY - RESIDENCE,I,,311,EASTERN,Johnston Square,"(39.3029100000, -76.6020100000)",PUBLIC HOU,1
2012,7/10/12,17:03:00,3B,6500 HOLABIRD AVE,ROBBERY - STREET,I,,243,SOUTHEASTERN,Broening Manor,"(39.2724000000, -76.5351900000)",RESTAURANT,1
2012,7/10/12,20:30:00,3JK,3800 KENYON AV,ROBBERY - RESIDENCE,I,KNIFE,432,NORTHEASTERN,Belair-Edison,"(39.3186700000, -76.5624100000)",ROW/TOWNHO,1
2012,7/10/12,21:27:00,3B,5600 RADECKE AV,ROBBERY - STREET,O,,444,NORTHEASTERN,Frankford,"(39.3299300000, -76.5368000000)",STREET,1
2012,7/10/12,22:07:00,3AF,3400 4TH ST,ROBBERY - STREET,O,FIREARM,913,SOUTHERN,Brooklyn,"(39.2403800000, -76.6038600000)",STREET,1
2012,7/10/12,22:30:00,3JO,800 PONTIAC AV,ROBBERY - RESIDENCE,I,OTHER,913,SOUTHERN,Brooklyn,"(39.2340700000, -76.5990500000)",ROW/TOWNHO,1
2012,7/10/12,23:00:00,3B,1800 N CHARLES ST,ROBBERY - STREET,O,,141,CENTRAL,Charles North,"(39.3098800000, -76.6165100000)",STREET,1
2012,7/10/12,23:30:00,3AJF,2900 WOODLAND AVE,ROBBERY - CARJACKING,O,FIREARM,532,NORTHERN,Cylburn,"(39.3466800000, -76.6660600000)",STREET,1
2012,7/10/12,23:45:00,3CF,300 S BRUCE ST,ROBBERY - COMMERCIAL,,FIREARM,935,SOUTHERN,New Southwest/Mount Clare,"(39.2838200000, -76.6442700000)",,1
2012,7/10/12,23:50:00,3B,6100 CHINQUAPIN PW,ROBBERY - STREET,O,,522,NORTHERN,Glen Oaks,"(39.3676800000, -76.5991700000)",STREET,1
2012,7/9/12,12:00:00,3JO,400 FURROW ST,ROBBERY - RESIDENCE,I,OTHER,841,SOUTHWESTERN,Carrollton Ridge,"(39.2823300000, -76.6518000000)",ROW/TOWNHO,1
2012,7/9/12,15:20:00,3B,3100 MARECO AV,ROBBERY - STREET,O,,434,NORTHEASTERN,Belair-Edison,"(39.3204200000, -76.5742400000)",STREET,1
2012,7/9/12,19:00:00,3AK,2900 E FAYETTE ST,ROBBERY - STREET,O,KNIFE,224,SOUTHEASTERN,Ellwood Park/Monument,"(39.2946600000, -76.5762900000)",STREET,1
2012,7/9/12,22:37:00,3B,3500 CHESTERFIELD AV,ROBBERY - STREET,I,,432,NORTHEASTERN,Belair-Edison,"(39.3207400000, -76.5641700000)",ROW/TOWNHO,1
2012,7/8/12,3:15:00,3AF,3300 W ROGERS AV,ROBBERY - STREET,O,FIREARM,633,NORTHWESTERN,Pimlico Good Neighbors,"(39.3534900000, -76.6800100000)",STREET,1
2012,7/8/12,17:35:00,3AO,1200 W OSTEND ST,ROBBERY - STREET,O,OTHER,932,SOUTHERN,Washington Village/Pigtown,"(39.2811400000, -76.6331700000)",STREET,1
2012,7/8/12,22:25:00,3AO,200 N SPRING CT,ROBBERY - STREET,I,OTHER,212,SOUTHEASTERN,Dunbar-Broadway,"(39.2937000000, -76.5976500000)",PUBLIC HOU,1
2012,7/8/12,22:46:00,3CF,2500 N HOWARD ST,ROBBERY - COMMERCIAL,I,FIREARM,512,NORTHERN,Charles Village,"(39.3185300000, -76.6197300000)",BAR,1
2012,7/8/12,22:54:00,3JO,0 S CALHOUN ST,ROBBERY - RESIDENCE,I,OTHER,933,SOUTHERN,Union Square,"(39.2873600000, -76.6394600000)",ROW/TOWNHO,1
2012,7/7/12,0:16:00,3AJF,1600 ASHLAND AV,ROBBERY - CARJACKING,O,FIREARM,313,EASTERN,Gay Street,"(39.3004700000, -76.5960100000)",STREET,1
2012,7/7/12,0:34:00,3AJF,2200 N FULTON AV,ROBBERY - CARJACKING,O,FIREARM,732,WESTERN,Parkview/Woodbrook,"(39.3133000000, -76.6462400000)",STREET,1
2012,7/7/12,2:30:00,3AK,1300 W LOMBARD ST,ROBBERY - STREET,O,KNIFE,933,SOUTHERN,Union Square,"(39.2865700000, -76.6382400000)",STREET,1
2012,7/7/12,2:55:00,3AF,5100 REISTERSTOWN RD,ROBBERY - STREET,O,FIREARM,613,NORTHWESTERN,Langston Hughes,"(39.3424100000, -76.6827200000)",PARKING LO,1
2012,7/7/12,4:19:00,3B,2200 KOKO LA,ROBBERY - STREET,O,,731,WESTERN,Panway/Braddish Avenue,"(39.3127100000, -76.6633700000)",STREET,1
2012,7/7/12,10:30:00,3CF,2500 E MONUMENT ST,ROBBERY - COMMERCIAL,I,FIREARM,221,EASTERN,McElderry Park,"(39.2988500000, -76.5813900000)",CONVENIENC,1
2012,7/7/12,13:00:00,3AF,2500 EDGECOMBE CR N     #APT B,ROBBERY - STREET,O,FIREARM,532,NORTHERN,Parklane,"(39.3419900000, -76.6586700000)",STREET,1
2012,7/7/12,21:00:00,3AF,400 N PACA ST,ROBBERY - STREET,O,FIREARM,121,CENTRAL,University Of Maryland,"(39.2938800000, -76.6226000000)",STREET,1
2012,7/7/12,23:00:00,3AF,4500 EDMONDSON AV,ROBBERY - STREET,I,FIREARM,822,SOUTHWESTERN,Rognel Heights,"(39.2934900000, -76.6928300000)",PARKING LO,1
2012,7/6/12,20:15:00,3B,2400 LIBERTY HGTS AVE,ROBBERY - STREET,I,,731,WESTERN,Mondawmin,"(39.3186800000, -76.6539900000)",ROW/TOWNHO,1
2012,7/6/12,21:15:00,3AF,1200 CLENDENIN ST,ROBBERY - STREET,O,FIREARM,733,WESTERN,Penn North,"(39.3109500000, -76.6380800000)",STREET,1
2012,7/6/12,0:29:00,3AJF,1100 ELLICOTT DW,ROBBERY - CARJACKING,O,FIREARM,814,SOUTHWESTERN,Winchester,"(39.3010100000, -76.6686500000)",STREET,1
2012,7/6/12,10:09:00,3D,2100 E MONUMENT ST,ROBBERY - COMMERCIAL,I,,321,EASTERN,Middle East,"(39.2986800000, -76.5871600000)",OTHER - IN,1
2012,7/6/12,12:10:00,3P,1700 CHERRY HILL RD,ROBBERY - STREET,I,,922,SOUTHERN,Cherry Hill,"(39.2559900000, -76.6341400000)",LIGHT RAIL,1
2012,7/6/12,17:05:00,3AF,5000 WINDSOR MILL RD,ROBBERY - STREET,O,FIREARM,821,SOUTHWESTERN,Wakefield,"(39.3096600000, -76.7019400000)",STREET,1
2012,7/6/12,18:15:00,3AO,4000 PARK HEIGHTS AV,ROBBERY - STREET,O,OTHER,614,NORTHWESTERN,Central Park Heights,"(39.3345600000, -76.6627400000)",STREET,1
2012,7/6/12,23:23:00,3CF,2900 E MONUMENT ST,ROBBERY - COMMERCIAL,I,FIREARM,224,EASTERN,Ellwood Park/Monument,"(39.2990700000, -76.5758400000)",LIQUOR STO,1
2012,7/5/12,1:55:00,3NF,4900 GOODNOW RD,ROBBERY - STREET,I,FIREARM,443,NORTHEASTERN,Frankford,"(39.3266400000, -76.5482900000)",APARTMENT,1
2012,7/5/12,4:13:00,3B,4300 GREENHILL AVE,ROBBERY - STREET,O,,442,NORTHEASTERN,Parkside,"(39.3246900000, -76.5591000000)",STREET,1
2012,7/5/12,6:50:00,3AF,1200 DRUID HILL AV,ROBBERY - STREET,I,FIREARM,123,CENTRAL,Upton,"(39.3012900000, -76.6277200000)",PUBLIC HOU,1
2012,7/5/12,13:46:00,3P,100 S GAY ST,ROBBERY - STREET,I,,112,CENTRAL,Inner Harbor,"(39.2870800000, -76.6087500000)",OFFICE BUI,1
2012,7/5/12,16:45:00,3K,600 MURPHY  LA,ROBBERY - RESIDENCE,I,,121,CENTRAL,Heritage Crossing,"(39.2960700000, -76.6276600000)",ROW/TOWNHO,1
2012,7/5/12,19:15:00,3AF,AV & THE ALAMEDA,ROBBERY - STREET,O,FIREARM,413,NORTHERN,New Northwood,"(39.3489700000, -76.5991000000)",STREET,1
2012,7/5/12,23:20:00,3B,1700 E BALTIMORE ST,ROBBERY - STREET,O,,212,SOUTHEASTERN,Washington Hill,"(39.2915600000, -76.5936800000)",STREET,1
2012,7/4/12,0:00:00,3B,3200 LAKE AV,ROBBERY - STREET,O,,432,NORTHEASTERN,Belair-Edison,"(39.3217500000, -76.5702000000)",STREET,1
2012,7/4/12,1:48:00,3AO,100 E FAYETTE ST,ROBBERY - STREET,O,OTHER,111,CENTRAL,Downtown,"(39.2904600000, -76.6137000000)",STREET,1
2012,7/4/12,2:50:00,3B,2800 PULASKI HW,ROBBERY - STREET,O,,221,SOUTHEASTERN,McElderry Park,"(39.2950400000, -76.5769700000)",STREET,1
2012,7/4/12,2:55:00,3AF,3300 W COLD SPRING LA,ROBBERY - STREET,O,FIREARM,643,NORTHWESTERN,Dolfield,"(39.3365100000, -76.6742500000)",STREET,1
2012,7/4/12,3:00:00,3K,700 DRUID PARK LAKE DR,ROBBERY - RESIDENCE,O,,133,CENTRAL,Reservoir Hill,"(39.3166300000, -76.6324200000)",STREET,1
2012,7/4/12,3:00:00,3B,2000 W BALTIMORE ST,ROBBERY - STREET,I,,714,WESTERN,Penrose/Fayette Street Outreach,"(39.2881000000, -76.6488800000)",HOSP/NURS.,1
2012,7/4/12,3:20:00,3K,2100 E PRESTON ST,ROBBERY - RESIDENCE,I,,331,EASTERN,Broadway East,"(39.3055900000, -76.5880300000)",ROW/TOWNHO,1
2012,7/4/12,5:22:00,3GF,6300 EASTERN AVE,ROBBERY - COMMERCIAL,I,FIREARM,241,SOUTHEASTERN,Bayview,"(39.2877500000, -76.5399000000)",CONVENIENC,1
2012,7/4/12,6:00:00,3B,3200 JAMES ST,ROBBERY - STREET,O,,831,SOUTHWESTERN,Morrell Park,"(39.2590700000, -76.6634600000)",STREET,1
2012,7/4/12,9:30:00,3B,500 E 22ND ST,ROBBERY - STREET,O,,342,EASTERN,East Baltimore Midway,"(39.3145500000, -76.6093500000)",STREET,1
2012,7/4/12,14:45:00,3JF,1200 CARROLL ST,ROBBERY - RESIDENCE,I,FIREARM,932,SOUTHERN,Washington Village/Pigtown,"(39.2808000000, -76.6331000000)",ROW/TOWNHO,1
2012,7/4/12,14:45:00,3JF,1200 CARROLL ST,ROBBERY - RESIDENCE,I,FIREARM,932,SOUTHERN,Washington Village/Pigtown,"(39.2808000000, -76.6331000000)",ROW/TOWNHO,1
2012,7/4/12,18:06:00,3K,0 W 20TH ST,ROBBERY - RESIDENCE,I,,141,NORTHERN,Charles North,"(39.3121800000, -76.6170300000)",APT/CONDO,1
2012,7/4/12,21:00:00,3B,1500 STONEWOOD RD,ROBBERY - STREET,O,,413,NORTHEASTERN,Stonewood-Pentwood-Winston,"(39.3493200000, -76.5903600000)",ALLEY,1
2012,7/4/12,21:00:00,3K,300 N CHARLES ST,ROBBERY - RESIDENCE,,,111,CENTRAL,Downtown,"(39.2935800000, -76.6153900000)",,1
2012,7/4/12,23:30:00,3AO,1700 MERIDENE DR,ROBBERY - STREET,O,OTHER,415,NORTHEASTERN,Loch Raven,"(39.3677100000, -76.5832500000)",CAB,1
2012,7/3/12,22:50:00,3B,1700 ALICEANNA ST,ROBBERY - STREET,O,,213,SOUTHEASTERN,Fells Point,"(39.2835700000, -76.5930800000)",STREET,1
2012,7/3/12,23:30:00,3B,1700 EASTERN AV,ROBBERY - STREET,O,,213,SOUTHEASTERN,Fells Point,"(39.2856100000, -76.5933400000)",STREET,1
2012,7/3/12,1:24:00,3AF,3400 MONDAWMIN AV,ROBBERY - STREET,O,FIREARM,641,NORTHWESTERN,Hanlon-Longwood,"(39.3151900000, -76.6759200000)",STREET,1
2012,7/3/12,1:30:00,3AF,300 W PRESTON ST,ROBBERY - STREET,O,FIREARM,132,CENTRAL,Madison Park,"(39.3032000000, -76.6207500000)",STREET,1
2012,7/3/12,3:00:00,3B,400 E NORTH AV,ROBBERY - STREET,I,,341,EASTERN,Barclay,"(39.3114300000, -76.6108300000)",BUS/RAILRO,1
2012,7/3/12,3:01:00,3K,1600 CEDDOX ST,ROBBERY - RESIDENCE,I,,911,SOUTHERN,Curtis Bay,"(39.2212400000, -76.5872700000)",ROW/TOWNHO,1
2012,7/3/12,4:30:00,3AF,3400 BELAIR RD,ROBBERY - STREET,O,FIREARM,432,NORTHEASTERN,Belair-Edison,"(39.3228300000, -76.5719800000)",STREET,1
2012,7/3/12,8:20:00,3AJF,100 CHESAPEAKE AV,ROBBERY - CARJACKING,O,FIREARM,912,SOUTHERN,Fairfield Area,"(39.2400300000, -76.6087400000)",STREET,1
2012,7/3/12,10:36:00,3CF,2600 HOLLINS FERRY RD,ROBBERY - COMMERCIAL,I,FIREARM,921,SOUTHERN,Mount Winans,"(39.2602000000, -76.6427000000)",GROCERY/CO,1
2012,7/3/12,22:04:00,3P,2900 CHERRYLAND RD,ROBBERY - STREET,I,,922,SOUTHERN,Cherry Hill,"(39.2487100000, -76.6245200000)",ROW/TOWNHO,1
2012,7/3/12,22:13:00,3AK,3100 SWAN DR,ROBBERY - STREET,O,KNIFE,531,NORTHERN,Druid Hill Park,"(39.3191200000, -76.6425700000)",PARK,1
2012,7/2/12,17:16:00,3D,4700 FREDERICK AV,ROBBERY - COMMERCIAL,I,,822,SOUTHWESTERN,Tremont,"(39.2814300000, -76.6946200000)",GROCERY/CO,1
2012,7/2/12,0:48:00,3AF,3000 HOLLINS FERRY RD,ROBBERY - STREET,O,FIREARM,923,SOUTHERN,Lakeland,"(39.2526600000, -76.6466800000)",STREET,1
2012,7/2/12,11:05:00,3AK,4100 PATTERSON AV,ROBBERY - STREET,O,KNIFE,631,NORTHWESTERN,Reisterstown Station,"(39.3557400000, -76.7030300000)",STREET,1
2012,7/2/12,14:00:00,3AK,6100 MACBETH DR,ROBBERY - STREET,O,KNIFE,522,NORTHERN,Glen Oaks,"(39.3678400000, -76.5980400000)",YARD,1
2012,7/2/12,22:15:00,3AF,1200 LOVEGROVE ST,ROBBERY - STREET,O,FIREARM,141,CENTRAL,Mid-Town Belvedere,"(39.3039700000, -76.6152500000)",STREET,1
2012,7/1/12,0:45:00,3AF,2800 W COLD SPRING LA,ROBBERY - STREET,O,FIREARM,613,NORTHWESTERN,Towanda-Grantley,"(39.3387000000, -76.6685300000)",STREET,1
2012,7/1/12,2:05:00,3AF,400 E BALTIMORE ST,ROBBERY - STREET,O,FIREARM,111,CENTRAL,Downtown,"(39.2897600000, -76.6101500000)",STREET,1
2012,7/1/12,2:30:00,3B,2000 W BALTIMORE ST,ROBBERY - STREET,O,,714,WESTERN,Penrose/Fayette Street Outreach,"(39.2881000000, -76.6488800000)",STREET,1
2012,7/1/12,9:35:00,3AF,1700 GREENMOUNT AVE,ROBBERY - STREET,O,FIREARM,311,EASTERN,Greenmount West,"(39.3093600000, -76.6092900000)",STREET,1
2012,7/1/12,12:00:00,3B,1800 E LAFAYETTE AV,ROBBERY - STREET,O,,331,EASTERN,Broadway East,"(39.3107200000, -76.5926500000)",STREET,1
2012,7/1/12,14:30:00,3D,2000 MARYLAND AV,ROBBERY - COMMERCIAL,I,,514,NORTHERN,Charles North,"(39.3123700000, -76.6180300000)",GROCERY/CO,1
2012,7/1/12,16:00:00,3AK,900 COPPIN CT,ROBBERY - STREET,O,KNIFE,922,SOUTHERN,Cherry Hill,"(39.2453800000, -76.6244300000)",STREET,1
2012,7/1/12,17:20:00,3AJF,1500 LAKESIDE AV,ROBBERY - CARJACKING,O,FIREARM,412,NORTHEASTERN,Ednor Gardens-Lakeside,"(39.3293400000, -76.5936700000)",STREET,1
2012,7/1/12,17:54:00,3CF,2300 GREENMOUNT AV,ROBBERY - COMMERCIAL,I,FIREARM,341,EASTERN,Barclay,"(39.3159400000, -76.6095100000)",GROCERY/CO,1
2012,7/1/12,21:15:00,3AF,2600 W PATAPSCO AV,ROBBERY - STREET,O,FIREARM,923,SOUTHERN,Lakeland,"(39.2529700000, -76.6524000000)",BUS/AUTO,1
2012,7/1/12,21:55:00,3AF,0 E LAFAYETTE AV,ROBBERY - STREET,O,FIREARM,141,CENTRAL,Charles North,"(39.3098500000, -76.6156100000)",OTHER - OU,1
2012,7/1/12,21:55:00,3AF,0 E LAFAYETTE AV,ROBBERY - STREET,O,FIREARM,141,CENTRAL,Charles North,"(39.3098500000, -76.6156100000)",OTHER - OU,1
2012,6/30/12,1:47:00,3B,0 S CALVERT ST,ROBBERY - STREET,O,,111,CENTRAL,Downtown,"(39.2895300000, -76.6123200000)",STREET,1
2012,6/30/12,2:20:00,3AF,1600 STONEWOOD RD,ROBBERY - STREET,O,FIREARM,413,NORTHEASTERN,Stonewood-Pentwood-Winston,"(39.3487600000, -76.5873900000)",STREET,1
2012,6/30/12,2:20:00,3AF,1600 STONEWOOD RD,ROBBERY - STREET,,FIREARM,413,NORTHEASTERN,Stonewood-Pentwood-Winston,"(39.3487600000, -76.5873900000)",,1
2012,6/30/12,2:26:00,3BJ,7400 GLENOAK AV,ROBBERY - CARJACKING,O,,424,NORTHEASTERN,North Harford Road,"(39.3683300000, -76.5422000000)",STREET,1
2012,6/30/12,3:40:00,3AF,700 S MONROE ST,ROBBERY - STREET,O,FIREARM,934,SOUTHERN,Carrollton Ridge,"(39.2794800000, -76.6464700000)",PARK,1
2012,6/30/12,5:10:00,3GF,2700 WASHINGTON BD,ROBBERY - COMMERCIAL,I,FIREARM,831,SOUTHWESTERN,Morrell Park,"(39.2644900000, -76.6549300000)",CONVENIENC,1
2012,6/30/12,5:40:00,3B,1700 E PRATT ST,ROBBERY - STREET,O,,212,SOUTHEASTERN,Upper Fells Point,"(39.2892800000, -76.5934500000)",STREET,1
2012,6/30/12,16:17:00,3B,1300 PENNSYLVANIA AV,ROBBERY - STREET,O,,123,CENTRAL,Upton,"(39.3004300000, -76.6308400000)",STREET,1
2012,6/30/12,18:50:00,3B,2100 GUILFORD AV,ROBBERY - STREET,O,,514,NORTHERN,Barclay,"(39.3137400000, -76.6126300000)",STREET,1
2012,6/30/12,20:00:00,3K,800 GEORGE ST,ROBBERY - RESIDENCE,I,,123,CENTRAL,Upton,"(39.2954400000, -76.6315000000)",ROW/TOWNHO,1
2012,6/30/12,21:30:00,3JF,100 E LOMBARD ST,ROBBERY - RESIDENCE,I,FIREARM,111,CENTRAL,Downtown,"(39.2878100000, -76.6124900000)",HOTEL/MOTE,1
2012,6/30/12,22:07:00,3AF,3800 FALLSTAFF RD,ROBBERY - STREET,O,FIREARM,631,NORTHWESTERN,Fallstaff,"(39.3631300000, -76.7050600000)",STREET,1
2012,6/30/12,23:28:00,3CK,6100 HOLABIRD AV,ROBBERY - COMMERCIAL,I,KNIFE,243,SOUTHEASTERN,Broening Manor,"(39.2721400000, -76.5430300000)",CARRY OUT,1
2012,6/29/12,20:16:00,3B,6600 CROSS COUNTRY BLVD,ROBBERY - STREET,O,,632,NORTHWESTERN,Cross Country,"(39.3647500000, -76.6952200000)",STREET,1
2012,6/29/12,21:30:00,3AF,700 WASHINGTON BD,ROBBERY - STREET,O,FIREARM,931,SOUTHERN,Barre Circle,"(39.2833400000, -76.6265500000)",STREET,1
2012,6/29/12,3:20:00,3AF,600 LAURENS ST,ROBBERY - STREET,O,FIREARM,123,CENTRAL,Upton,"(39.3039300000, -76.6361400000)",STREET,1
2012,6/29/12,3:20:00,3AF,600 LAURENS ST,ROBBERY - STREET,O,FIREARM,123,CENTRAL,Upton,"(39.3039300000, -76.6361400000)",STREET,1
2012,6/29/12,3:20:00,3AJF,600 LAURENS ST,ROBBERY - CARJACKING,O,FIREARM,123,CENTRAL,Upton,"(39.3039300000, -76.6361400000)",STREET,1
2012,6/29/12,4:00:00,3AO,2500 EDGECOMBE CR N     #APT A,ROBBERY - STREET,I,OTHER,532,NORTHERN,Parklane,"(39.3420500000, -76.6586000000)",APT/CONDO,1
2012,6/29/12,4:00:00,3JK,800 PARK AV,ROBBERY - RESIDENCE,I,KNIFE,142,CENTRAL,Mount Vernon,"(39.2987500000, -76.6184900000)",OTHER - IN,1
2012,6/29/12,15:00:00,3B,3700 W FRANKLIN ST,ROBBERY - STREET,O,,843,SOUTHWESTERN,Allendale,"(39.2925700000, -76.6785600000)",STREET,1
2012,6/29/12,17:05:00,3CF,200 W SARATOGA ST,ROBBERY - COMMERCIAL,I,FIREARM,111,CENTRAL,Downtown,"(39.2929200000, -76.6183400000)",BARBER/BEA,1
2012,6/29/12,18:30:00,3JF,3500 5TH ST,ROBBERY - RESIDENCE,I,FIREARM,913,SOUTHERN,Brooklyn,"(39.2374600000, -76.6034800000)",ROW/TOWNHO,1
2012,6/28/12,0:15:00,3CF,5800 EDGEPARK RD,ROBBERY - COMMERCIAL,I,FIREARM,415,NORTHEASTERN,Loch Raven,"(39.3585100000, -76.5757700000)",ROW/TOWNHO,1
2012,6/28/12,3:42:00,3CF,1500 RUSSELL ST,ROBBERY - COMMERCIAL,I,FIREARM,941,SOUTHERN,Carroll - Camden Industrial Area,"(39.2741500000, -76.6279100000)",CONVENIENC,1
2012,6/28/12,8:20:00,3K,300 S SPRING CT,ROBBERY - RESIDENCE,I,,213,SOUTHEASTERN,Fells Point,"(39.2861900000, -76.5976300000)",ROW/TOWNHO,1
2012,6/28/12,9:43:00,3AF,1700 HARLEM AV,ROBBERY - STREET,O,FIREARM,713,WESTERN,Harlem Park,"(39.2964600000, -76.6443900000)",STREET,1
2012,6/28/12,11:18:00,3CK,3300 W BALTIMORE ST,ROBBERY - COMMERCIAL,O,KNIFE,842,SOUTHWESTERN,Saint Josephs,"(39.2857700000, -76.6724400000)",GAS STATIO,1
2012,6/28/12,13:15:00,3D,6600 REISTERSTOWN RD,ROBBERY - COMMERCIAL,I,,631,NORTHWESTERN,Reisterstown Station,"(39.3575600000, -76.7043900000)",GROCERY/CO,1
2012,6/28/12,15:35:00,3GF,2700 FENWICK AV,ROBBERY - COMMERCIAL,I,FIREARM,411,NORTHEASTERN,Coldstream Homestead Montebello,"(39.3233900000, -76.5905800000)",CONVENIENC,1
