year,CrimeDate,CrimeTime,CrimeCode,Location,Description,Inside/Outside,Weapon,Post,District,Neighborhood,Location 1,Premise,Total Incidents
2013,11/14/13,12:54:00,3GO,300 W BALTIMORE ST,ROBBERY - COMMERCIAL,I,OTHER,111,CENTRAL,Downtown,"(39.2893800000, -76.6196700000)",CONVENIENC,1
2013,11/14/13,15:30:00,3B,700 W SARATOGA ST,ROBBERY - STREET,O,,122,CENTRAL,Poppleton,"(39.2927100000, -76.6285800000)",STREET,1
2013,11/14/13,18:05:00,3AK,700 EASTERN AV,ROBBERY - STREET,O,KNIFE,112,CENTRAL,Inner Harbor,"(39.2849700000, -76.6054400000)",STREET,1
2013,11/14/13,18:30:00,3CF,1000 E LOMBARD ST,ROBBERY - COMMERCIAL,I,FIREARM,211,SOUTHEASTERN,Jonestown,"(39.2892400000, -76.6021500000)",RETAIL/SMA,1
2013,11/14/13,19:05:00,3AK,6600 VINCENT LN,ROBBERY - STREET,O,KNIFE,631,NORTHWESTERN,Reisterstown Station,"(39.3549200000, -76.7083500000)",STREET,1
2013,11/14/13,20:04:00,3CF,0 E NORTH AV,ROBBERY - COMMERCIAL,I,FIREARM,141,CENTRAL,Charles North,"(39.3110400000, -76.6155900000)",CARRY OUT,1
2013,11/14/13,20:35:00,3CF,200 N PATTERSON PK AV,ROBBERY - COMMERCIAL,I,FIREARM,221,EASTERN,Patterson Place,"(39.2950100000, -76.5848500000)",OTHER - IN,1
2013,11/14/13,21:15:00,3CF,3000 SPAULDING AV,ROBBERY - COMMERCIAL,O,FIREARM,614,NORTHWESTERN,Central Park Heights,"(39.3497600000, -76.6722800000)",STREET,1
2013,11/14/13,22:00:00,3B,6500 REISTERSTOWN RD,ROBBERY - STREET,I,,631,NORTHWESTERN,Reisterstown Station,"(39.3564700000, -76.7029700000)",BANK/FINAN,1
2013,11/14/13,23:05:00,3NF,5000 MORAVIA RD,ROBBERY - STREET,I,FIREARM,443,NORTHEASTERN,Frankford,"(39.3249000000, -76.5506400000)",APT/CONDO,1
2013,11/13/13,0:30:00,3AK,1500 WINFORD RD,ROBBERY - STREET,O,KNIFE,415,NORTHEASTERN,Perring Loch,"(39.3530800000, -76.5891100000)",STREET,1
2013,11/13/13,4:11:00,3B,2300 GARRISON BD,ROBBERY - STREET,O,,641,NORTHWESTERN,Garwyn Oaks,"(39.3143600000, -76.6766900000)",STREET,1
2013,11/13/13,4:44:00,3AF,3400 MARMON AV,ROBBERY - STREET,O,FIREARM,622,NORTHWESTERN,Howard Park,"(39.3317100000, -76.7041400000)",STREET,1
2013,11/13/13,4:45:00,3B,2600 N CALVERT ST,ROBBERY - STREET,O,,512,NORTHERN,Charles Village,"(39.3196700000, -76.6143700000)",ALLEY,1
2013,11/13/13,5:30:00,3AK,4700 CHATFORD AV,ROBBERY - STREET,O,KNIFE,442,NORTHEASTERN,Parkside,"(39.3238200000, -76.5561000000)",STREET,1
2013,11/13/13,11:19:00,3CF,4000 FAIRHAVEN AV,ROBBERY - COMMERCIAL,I,FIREARM,911,SOUTHERN,Curtis Bay,"(39.2288400000, -76.5903000000)",GROCERY/CO,1
2013,11/13/13,15:43:00,3D,3400 CLIFTON AV,ROBBERY - COMMERCIAL,I,,812,SOUTHWESTERN,Mount Holly,"(39.3108900000, -76.6756700000)",RETAIL/SMA,1
2013,11/13/13,16:17:00,3P,2500 PENNSYLVANIA AV,ROBBERY - STREET,I,,733,WESTERN,Penn North,"(39.3102600000, -76.6426900000)",OTHER - IN,1
2013,11/13/13,17:51:00,3AK,100 W 28TH ST,ROBBERY - STREET,O,KNIFE,512,NORTHERN,Charles Village,"(39.3218300000, -76.6187200000)",STREET,1
2013,11/13/13,20:19:00,3AF,0 S EAST AV,ROBBERY - STREET,O,FIREARM,222,SOUTHEASTERN,Patterson Park Neighborhood,"(39.2918100000, -76.5719000000)",STREET,1
2013,11/13/13,20:45:00,3JF,1900 SOMERWORTH ST,ROBBERY - RESIDENCE,I,FIREARM,831,SOUTHWESTERN,Morrell Park,"(39.2688700000, -76.6497200000)",ROW/TOWNHO,1
2013,11/13/13,20:45:00,3JF,1900 SOMERWORTH ST,ROBBERY - RESIDENCE,I,FIREARM,831,SOUTHWESTERN,Morrell Park,"(39.2688700000, -76.6497200000)",ROW/TOWNHO,1
2013,11/13/13,20:45:00,3B,300 W LEXINGTON ST,ROBBERY - STREET,O,,111,CENTRAL,Downtown,"(39.2915600000, -76.6197900000)",STREET,1
2013,11/13/13,20:45:00,3JF,1900 SOMERWORTH ST,ROBBERY - RESIDENCE,I,FIREARM,831,SOUTHWESTERN,Morrell Park,"(39.2688700000, -76.6497200000)",ROW/TOWNHO,1
2013,11/13/13,21:25:00,3AF,1900 E BALTIMORE ST,ROBBERY - STREET,O,FIREARM,212,SOUTHEASTERN,Washington Hill,"(39.2916600000, -76.5896800000)",ALLEY,1
2013,11/13/13,22:05:00,3JF,2800 RUSCOMBE LA,ROBBERY - RESIDENCE,I,FIREARM,532,NORTHERN,Cylburn,"(39.3481400000, -76.6642400000)",ROW/TOWNHO,1
2013,11/13/13,22:05:00,3JF,2800 RUSCOMBE LA,ROBBERY - RESIDENCE,I,FIREARM,532,NORTHERN,Cylburn,"(39.3481400000, -76.6642400000)",ROW/TOWNHO,1
2013,11/13/13,22:05:00,3JF,2800 RUSCOMBE LA,ROBBERY - RESIDENCE,I,FIREARM,532,NORTHERN,Cylburn,"(39.3481400000, -76.6642400000)",ROW/TOWNHO,1
2013,11/12/13,16:49:00,3B,2300 LIBERTY HGTS AV,ROBBERY - STREET,O,,611,NORTHWESTERN,Liberty Square,"(39.3185500000, -76.6527700000)",STREET,1
2013,11/12/13,17:30:00,3JF,2700 WINCHESTER ST,ROBBERY - RESIDENCE,I,FIREARM,814,SOUTHWESTERN,Winchester,"(39.3014300000, -76.6622000000)",ROW/TOWNHO,1
2013,11/12/13,17:30:00,3JF,2700 WINCHESTER ST,ROBBERY - RESIDENCE,I,FIREARM,814,SOUTHWESTERN,Winchester,"(39.3014300000, -76.6622000000)",ROW/TOWNHO,1
2013,11/12/13,17:32:00,3CF,5000 SINCLAIR LA,ROBBERY - COMMERCIAL,I,FIREARM,443,NORTHEASTERN,Frankford,"(39.3221200000, -76.5479200000)",OTHER - IN,1
2013,11/12/13,0:48:00,3AK,300 S LOUDON AVE,ROBBERY - STREET,O,KNIFE,833,SOUTHWESTERN,Irvington,"(39.2811500000, -76.6821300000)",STREET,1
2013,11/12/13,1:10:00,3AF,5100 PARK HEIGHTS AV,ROBBERY - STREET,O,FIREARM,614,NORTHWESTERN,Central Park Heights,"(39.3484300000, -76.6749100000)",STREET,1
2013,11/12/13,2:06:00,3AF,600 W PATAPSCO AV,ROBBERY - STREET,O,FIREARM,922,SOUTHERN,Cherry Hill,"(39.2408100000, -76.6241300000)",STREET,1
2013,11/12/13,8:30:00,3K,2800 FOREST GLEN RD,ROBBERY - RESIDENCE,I,,641,NORTHWESTERN,West Forest Park,"(39.3182300000, -76.6943700000)",ROW/TOWNHO,1
2013,11/12/13,13:20:00,3B,1100 MADISON AV,ROBBERY - STREET,O,,123,CENTRAL,Upton,"(39.3017400000, -76.6253600000)",STREET,1
2013,11/12/13,14:30:00,3AF,1200 SPRINGFIELD AV,ROBBERY - STREET,O,FIREARM,413,NORTHEASTERN,Original Northwood,"(39.3434200000, -76.5976400000)",STREET,1
2013,11/12/13,14:45:00,3AK,1500 CHERRY HILL RD,ROBBERY - STREET,O,KNIFE,922,SOUTHERN,Cherry Hill,"(39.2526200000, -76.6335300000)",STREET,1
2013,11/12/13,15:35:00,3B,4200 ERDMAN AVE,ROBBERY - STREET,O,,433,NORTHEASTERN,Orchard Ridge,"(39.3133300000, -76.5673600000)",OTHER - OU,1
2013,11/12/13,15:45:00,3B,2400 FREDERICK AVE,ROBBERY - STREET,O,,842,SOUTHWESTERN,Shipley Hill,"(39.2842200000, -76.6545700000)",OTHER - OU,1
2013,11/12/13,16:30:00,3B,4600 BELAIR RD,ROBBERY - STREET,O,,426,NORTHEASTERN,Waltherson,"(39.3312200000, -76.5615000000)",STREET,1
2013,11/12/13,20:55:00,3CK,800 N CHARLES ST,ROBBERY - COMMERCIAL,I,KNIFE,142,CENTRAL,Mount Vernon,"(39.2992400000, -76.6157300000)",RESTAURANT,1
2013,11/12/13,21:25:00,3H,1100 N CALVERT ST,ROBBERY - COMMERCIAL,I,,141,CENTRAL,Mid-Town Belvedere,"(39.3026500000, -76.6131900000)",CONVENIENC,1
2013,11/11/13,12:04:00,3AO,900 BRIDGEVIEW RD,ROBBERY - STREET,O,OTHER,922,SOUTHERN,Cherry Hill,"(39.2465600000, -76.6255300000)",STREET,1
2013,11/11/13,2:45:00,3AF,5100 REISTERSTOWN RD,ROBBERY - STREET,O,FIREARM,623,NORTHWESTERN,Woodmere,"(39.3422100000, -76.6825100000)",STREET,1
2013,11/11/13,3:04:00,3AJF,1800 CHESAPEAKE AV,ROBBERY - CARJACKING,O,FIREARM,912,SOUTHERN,Fairfield Area,"(39.2376000000, -76.5763300000)",STREET,1
2013,11/11/13,10:01:00,3AF,1400 GUILFORD AV,ROBBERY - STREET,O,FIREARM,141,CENTRAL,Greenmount West,"(39.3061700000, -76.6121300000)",STREET,1
2013,11/11/13,10:15:00,3P,100 KANE ST,ROBBERY - STREET,,,241,SOUTHEASTERN,Hopkins Bayview,"(39.2950300000, -76.5334500000)",,1
2013,11/11/13,12:45:00,3B,4500 EDMONDSON AV,ROBBERY - STREET,O,,822,SOUTHWESTERN,Rognel Heights,"(39.2935000000, -76.6925700000)",STREET,1
2013,11/11/13,13:50:00,3P,1100 COVINGTON ST P.S.#70,ROBBERY - STREET,,,943,SOUTHERN,Riverside,"(39.2771000000, -76.6070100000)",,1
2013,11/11/13,13:50:00,3P,3500 HILLEN RD,ROBBERY - STREET,,,412,NORTHEASTERN,Ednor Gardens-Lakeside,"(39.3325500000, -76.5889600000)",,1
2013,11/11/13,15:30:00,3AF,3600 LABYRINTH RD,ROBBERY - STREET,O,FIREARM,631,NORTHWESTERN,Fallstaff,"(39.3635700000, -76.7016900000)",STREET,1
2013,11/11/13,18:55:00,3B,4000 PINEWOOD AV,ROBBERY - STREET,O,,425,NORTHEASTERN,Rosemont East,"(39.3553800000, -76.5329700000)",STREET,1
2013,11/11/13,19:21:00,3CF,2300 LIBERTY HGTS AV,ROBBERY - COMMERCIAL,I,FIREARM,611,NORTHWESTERN,Liberty Square,"(39.3185500000, -76.6527700000)",RETAIL/SMA,1
2013,11/11/13,20:30:00,3B,400 S LINWOOD ST,ROBBERY - STREET,O,,221,SOUTHEASTERN,Patterson Park,"(39.2876700000, -76.5759300000)",STREET,1
2013,11/11/13,20:40:00,3JF,2200 CORONA CT,ROBBERY - RESIDENCE,I,FIREARM,423,NORTHEASTERN,Hamilton Hills,"(39.3677000000, -76.5687300000)",ROW/TOWNHO,1
2013,11/11/13,20:40:00,3JF,2200 CORONA CT,ROBBERY - RESIDENCE,I,FIREARM,423,NORTHEASTERN,Hamilton Hills,"(39.3677000000, -76.5687300000)",ROW/TOWNHO,1
2013,11/11/13,20:57:00,3K,2200 WHITTIER AV,ROBBERY - RESIDENCE,I,,732,WESTERN,Parkview/Woodbrook,"(39.3158900000, -76.6486300000)",ROW/TOWNHO,1
2013,11/11/13,21:20:00,3AJF,4800 MELBOURNE RD,ROBBERY - CARJACKING,O,FIREARM,833,SOUTHWESTERN,Beechfield,"(39.2729800000, -76.6978400000)",PARKING LO,1
2013,11/11/13,23:55:00,3AK,100 S MONROE ST,ROBBERY - STREET,O,KNIFE,934,SOUTHERN,Carrollton Ridge,"(39.2860900000, -76.6468500000)",STREET,1
2013,11/10/13,3:30:00,3P,2300 SHERWOOD AVE,ROBBERY - STREET,I,,342,EASTERN,East Baltimore Midway,"(39.3157900000, -76.5975600000)",OTHER - IN,1
2013,11/10/13,4:30:00,3B,5700 CEDONIA AV,ROBBERY - STREET,O,,444,NORTHEASTERN,Frankford,"(39.3374600000, -76.5328600000)",STREET,1
2013,11/10/13,4:41:00,3AK,5400 CEDONIA AV,ROBBERY - STREET,O,KNIFE,441,NORTHEASTERN,Cedonia,"(39.3308500000, -76.5329300000)",STREET,1
2013,11/10/13,5:50:00,3AO,6400 HARFORD RD,ROBBERY - STREET,O,OTHER,424,NORTHEASTERN,Westfield,"(39.3608700000, -76.5541100000)",STREET,1
2013,11/10/13,8:05:00,3D,5500 REISTERSTOWN RD,ROBBERY - COMMERCIAL,I,,623,NORTHWESTERN,Woodmere,"(39.3482500000, -76.6911200000)",RESTAURANT,1
2013,11/10/13,8:40:00,3NK,4300 HAYWARD AV,ROBBERY - STREET,O,KNIFE,623,NORTHWESTERN,Woodmere,"(39.3434500000, -76.6924900000)",SUBWAY,1
2013,11/10/13,13:30:00,3AF,3400 PULASKI HW,ROBBERY - STREET,O,FIREARM,224,SOUTHEASTERN,Ellwood Park/Monument,"(39.2960900000, -76.5693800000)",PARKING LO,1
2013,11/10/13,15:25:00,3AF,2900 GOODWOOD RD,ROBBERY - STREET,O,FIREARM,421,NORTHEASTERN,Lauraville,"(39.3497300000, -76.5638300000)",STREET,1
2013,11/10/13,18:45:00,3AO,3400 CLARKS LN,ROBBERY - STREET,O,OTHER,632,NORTHWESTERN,Cross Country,"(39.3645200000, -76.6975300000)",STREET,1
2013,11/10/13,18:53:00,3B,3200 ABELL AV,ROBBERY - STREET,O,,513,NORTHERN,Abell,"(39.3275900000, -76.6121000000)",STREET,1
2013,11/10/13,18:54:00,3AO,4900 GUNTHER AV,ROBBERY - STREET,O,OTHER,443,NORTHEASTERN,Frankford,"(39.3269600000, -76.5495900000)",STREET,1
2013,11/10/13,21:42:00,3AK,2700 HOFFMAN,ROBBERY - STREET,O,KNIFE,332,EASTERN,Berea,"(39.3070300000, -76.5798500000)",ALLEY,1
2013,11/10/13,22:25:00,3AF,3800 MENLO DR,ROBBERY - STREET,O,FIREARM,632,NORTHWESTERN,Glen,"(39.3539800000, -76.6939900000)",ALLEY,1
2013,11/10/13,23:13:00,3B,100 N CLINTON ST,ROBBERY - STREET,O,,222,SOUTHEASTERN,Patterson Park Neighborhood,"(39.2936500000, -76.5710000000)",STREET,1
2013,11/9/13,3:10:00,3AF,5300 SINCLAIR,ROBBERY - STREET,O,FIREARM,443,NORTHEASTERN,Frankford,"(39.3233000000, -76.5426700000)",STREET,1
2013,11/9/13,4:10:00,3B,600 W NORTH AV,ROBBERY - STREET,O,,133,CENTRAL,Reservoir Hill,"(39.3108300000, -76.6265300000)",STREET,1
2013,11/9/13,5:23:00,3AK,1100 E NORTHERN PW,ROBBERY - STREET,O,KNIFE,522,NORTHERN,Glen Oaks,"(39.3661500000, -76.5982200000)",STREET,1
2013,11/9/13,6:20:00,3AK,RAVEN BD,ROBBERY - STREET,O,KNIFE,413,NORTHEASTERN,New Northwood,"(39.3408500000, -76.5936100000)",OTHER - OU,1
2013,11/9/13,6:26:00,3AF,800 ARGONNE DR,ROBBERY - STREET,O,FIREARM,542,NORTHERN,Pen Lucy,"(39.3372400000, -76.6040700000)",STREET,1
2013,11/9/13,12:25:00,3CF,1100 E BALTIMORE ST,ROBBERY - COMMERCIAL,I,FIREARM,211,SOUTHEASTERN,Jonestown,"(39.2910800000, -76.6007100000)",BARBER/BEA,1
2013,11/9/13,12:25:00,3CF,1100 E BALTIMORE ST,ROBBERY - COMMERCIAL,I,FIREARM,211,SOUTHEASTERN,Jonestown,"(39.2910800000, -76.6007100000)",BARBER/BEA,1
2013,11/9/13,12:25:00,3CF,1100 E BALTIMORE ST,ROBBERY - COMMERCIAL,I,FIREARM,211,SOUTHEASTERN,Jonestown,"(39.2910800000, -76.6007100000)",BARBER/BEA,1
2013,11/9/13,19:12:00,3AF,4000 HILTON RD,ROBBERY - STREET,O,FIREARM,643,NORTHWESTERN,East Arlington,"(39.3318300000, -76.6676300000)",STREET,1
2013,11/9/13,19:20:00,3B,1900 S MONROE ST,ROBBERY - STREET,O,,731,WESTERN,Mondawmin,"(39.3102000000, -76.6481400000)",STREET,1
2013,11/9/13,19:20:00,3AK,200 N CHARLES ST,ROBBERY - STREET,O,KNIFE,111,CENTRAL,Downtown,"(39.2912100000, -76.6152700000)",STREET,1
2013,11/9/13,19:21:00,3AF,500 S BEECHFIELD AV,ROBBERY - STREET,O,FIREARM,833,SOUTHWESTERN,Yale Heights,"(39.2770900000, -76.6949200000)",STREET,1
2013,11/9/13,19:25:00,3B,900 N CHARLES ST,ROBBERY - STREET,O,,142,CENTRAL,Mount Vernon,"(39.2997800000, -76.6158400000)",STREET,1
2013,11/9/13,21:45:00,3AK,1700 Eager St,ROBBERY - STREET,O,KNIFE,322,EASTERN,Middle East,"(39.3019200000, -76.5938300000)",STREET,1
2013,11/9/13,22:30:00,3AF,400 THORNFIELD RD,ROBBERY - STREET,O,FIREARM,833,SOUTHWESTERN,Yale Heights,"(39.2777400000, -76.6920600000)",STREET,1
2013,11/9/13,23:48:00,3AF,6900 MOYER AV,ROBBERY - STREET,O,FIREARM,424,NORTHEASTERN,North Harford Road,"(39.3630300000, -76.5422100000)",STREET,1
2013,11/8/13,18:15:00,3AF,1300 EUTAW PL,ROBBERY - STREET,O,FIREARM,132,CENTRAL,Madison Park,"(39.3038800000, -76.6263300000)",STREET,1
2013,11/8/13,7:15:00,3JF,3100 GUILFORD AV,ROBBERY - RESIDENCE,I,FIREARM,513,NORTHERN,Abell,"(39.3263900000, -76.6133700000)",ROW/TOWNHO,1
2013,11/8/13,7:15:00,3JF,3100 GUILFORD AV,ROBBERY - RESIDENCE,I,FIREARM,513,NORTHERN,Abell,"(39.3263900000, -76.6133700000)",ROW/TOWNHO,1
2013,11/8/13,9:00:00,3CF,2300 FREDERICK AV,ROBBERY - COMMERCIAL,I,FIREARM,841,SOUTHWESTERN,Millhill,"(39.2844800000, -76.6536400000)",FAST FOOD,1
2013,11/8/13,9:40:00,3NF,1500 Bentalou St,ROBBERY - STREET,,FIREARM,723,WESTERN,Coppin Heights/Ash-Co-East,"(39.3047100000, -76.6538400000)",,1
2013,11/8/13,9:40:00,3NF,1500 Bentalou St,ROBBERY - STREET,,FIREARM,723,WESTERN,Coppin Heights/Ash-Co-East,"(39.3047100000, -76.6538400000)",,1
2013,11/8/13,9:40:00,3NF,1500 Bentalou St,ROBBERY - STREET,,FIREARM,723,WESTERN,Coppin Heights/Ash-Co-East,"(39.3047100000, -76.6538400000)",,1
2013,11/8/13,10:45:00,3K,RD & PRIMROSE AV,ROBBERY - RESIDENCE,I,,632,NORTHWESTERN,Reisterstown Station,"(39.3506900000, -76.6945300000)",HOTEL/MOTE,1
2013,11/8/13,12:00:00,3AF,3900 YOLANDO RD,ROBBERY - STREET,O,FIREARM,412,NORTHEASTERN,Ednor Gardens-Lakeside,"(39.3352000000, -76.6002300000)",STREET,1
2013,11/8/13,12:00:00,3CF,5200 YORK RD,ROBBERY - COMMERCIAL,,FIREARM,521,NORTHERN,York-Homeland,"(39.3535200000, -76.6098600000)",,1
2013,11/8/13,20:00:00,3AF,500 DOLPHIN ST,ROBBERY - STREET,O,FIREARM,123,CENTRAL,Upton,"(39.3009300000, -76.6279100000)",PARKING LO,1
2013,11/8/13,22:23:00,3AK,1200 BATTERY AV,ROBBERY - STREET,O,KNIFE,942,SOUTHERN,Riverside,"(39.2759400000, -76.6096200000)",STREET,1
2013,11/8/13,23:30:00,3K,2500 ASHTON ST,ROBBERY - RESIDENCE,I,,841,SOUTHWESTERN,Millhill,"(39.2804400000, -76.6556500000)",ROW/TOWNHO,1
2013,11/7/13,0:15:00,3B,2700 E MADISON ST,ROBBERY - STREET,O,,323,EASTERN,Madison-Eastend,"(39.3000600000, -76.5789900000)",STREET,1
2013,11/7/13,0:26:00,3AF,3400 JUNEWAY,ROBBERY - STREET,O,FIREARM,432,NORTHEASTERN,Belair-Edison,"(39.3179800000, -76.5692600000)",STREET,1
2013,11/7/13,2:55:00,3AF,1800 ST PAUL ST,ROBBERY - STREET,O,FIREARM,141,CENTRAL,Charles North,"(39.3102300000, -76.6149200000)",OTHER - OU,1
2013,11/7/13,5:30:00,3AF,5500 THE ALAMEDA,ROBBERY - STREET,O,FIREARM,523,NORTHERN,Cameron Village,"(39.3555500000, -76.5969500000)",STREET,1
2013,11/7/13,8:40:00,3AF,5600 SINCLAIR LA,ROBBERY - STREET,O,FIREARM,444,NORTHEASTERN,Frankford,"(39.3258300000, -76.5363600000)",STREET,1
2013,11/7/13,8:40:00,3AF,5600 SINCLAIR LA,ROBBERY - STREET,O,FIREARM,444,NORTHEASTERN,Frankford,"(39.3258300000, -76.5363600000)",STREET,1
2013,11/7/13,9:15:00,3B,700 LINWOOD AVE,ROBBERY - STREET,,,323,EASTERN,Madison-Eastend,"(39.2991100000, -76.5766900000)",,1
2013,11/7/13,11:00:00,3AF,1900 MARYLAND AV,ROBBERY - STREET,O,FIREARM,141,CENTRAL,Charles North,"(39.3112100000, -76.6179500000)",STREET,1
2013,11/7/13,11:20:00,3AO,400 WARREN AVE,ROBBERY - STREET,O,OTHER,942,SOUTHERN,Federal Hill,"(39.2790600000, -76.6086900000)",PARK,1
2013,11/7/13,15:54:00,3P,100 E BALTIMORE ST,ROBBERY - STREET,O,,111,CENTRAL,Downtown,"(39.2896300000, -76.6133800000)",SUBWAY,1
2013,11/7/13,18:01:00,3JF,2600 PERRING MANOR RD,ROBBERY - RESIDENCE,I,FIREARM,423,NORTHEASTERN,Hamilton Hills,"(39.3718900000, -76.5605900000)",APT/CONDO,1
2013,11/7/13,18:30:00,3K,4400 MARBLE HALL RD,ROBBERY - RESIDENCE,I,,413,NORTHEASTERN,Original Northwood,"(39.3432500000, -76.5950700000)",APT/CONDO,1
2013,11/7/13,19:30:00,3P,2900 W PATAPSCO AV,ROBBERY - STREET,I,,831,SOUTHWESTERN,Morrell Park,"(39.2560100000, -76.6604200000)",AUTO PARTS,1
2013,11/7/13,22:00:00,3B,5600 SINCLAIR LA,ROBBERY - STREET,O,,444,NORTHEASTERN,Frankford,"(39.3258300000, -76.5363600000)",STREET,1
2013,11/6/13,4:30:00,3JO,2600 PENNSYLVANIA AV,ROBBERY - RESIDENCE,I,OTHER,733,WESTERN,Penn North,"(39.3118300000, -76.6446400000)",ROW/TOWNHO,1
2013,11/6/13,8:10:00,3CF,1800 BAKER ST,ROBBERY - COMMERCIAL,O,FIREARM,742,WESTERN,Sandtown-Winchester,"(39.3066600000, -76.6472000000)",STREET,1
2013,11/6/13,9:30:00,3NK,4400 MARBLE HALL RD,ROBBERY - STREET,I,KNIFE,413,NORTHEASTERN,Original Northwood,"(39.3429500000, -76.5945700000)",APT/CONDO,1
2013,11/6/13,10:00:00,3AO,4400 THE ALAMEDA,ROBBERY - STREET,O,OTHER,524,NORTHERN,Wilson Park,"(39.3437900000, -76.6000200000)",STREET,1
2013,11/6/13,13:52:00,3B,6300 WABASH AV,ROBBERY - STREET,O,,631,NORTHWESTERN,Reisterstown Station,"(39.3516300000, -76.7046400000)",SUBWAY,1
2013,11/6/13,14:30:00,3B,3900 MAINE AV,ROBBERY - STREET,O,,621,NORTHWESTERN,Central Forest Park,"(39.3262500000, -76.6830900000)",STREET,1
2013,11/6/13,17:30:00,3AO,500 EDGEWOOD ST,ROBBERY - STREET,O,OTHER,843,SOUTHWESTERN,Allendale,"(39.2928500000, -76.6755100000)",STREET,1
2013,11/6/13,17:50:00,3AF,1800 S CATON AV,ROBBERY - STREET,O,FIREARM,832,SOUTHWESTERN,Violetville,"(39.2581400000, -76.6645900000)",OTHER - OU,1
2013,11/6/13,17:50:00,3AF,1800 S CATON AV,ROBBERY - STREET,O,FIREARM,832,SOUTHWESTERN,Violetville,"(39.2581400000, -76.6645900000)",PARKING LO,1
2013,11/6/13,17:56:00,3B,2100 WHITTIER AV,ROBBERY - STREET,O,,731,WESTERN,Mondawmin,"(39.3152500000, -76.6499000000)",STREET,1
2013,11/6/13,18:15:00,3AJF,1100 WALNUT AV,ROBBERY - CARJACKING,O,FIREARM,822,SOUTHWESTERN,Rognel Heights,"(39.2968700000, -76.6917400000)",STREET,1
2013,11/6/13,20:20:00,3JF,4200 SINCLAIR LA,ROBBERY - RESIDENCE,I,FIREARM,432,NORTHEASTERN,Belair-Edison,"(39.3170900000, -76.5563200000)",ROW/TOWNHO,1
2013,11/6/13,20:27:00,3B,1900 N CHARLES ST,ROBBERY - STREET,O,,141,CENTRAL,Charles North,"(39.3113300000, -76.6166100000)",STREET,1
2013,11/5/13,4:30:00,3K,1400 FILBERT ST,ROBBERY - RESIDENCE,I,,911,SOUTHERN,Curtis Bay,"(39.2251200000, -76.5906200000)",ROW/TOWNHO,1
2013,11/5/13,9:50:00,3P,2000 EDGEWOOD ST,ROBBERY - STREET,,,812,SOUTHWESTERN,Fairmont,"(39.3100300000, -76.6759700000)",,1
2013,11/5/13,10:15:00,3P,3500 HILLEN RD,ROBBERY - STREET,I,,412,NORTHEASTERN,Ednor Gardens-Lakeside,"(39.3325500000, -76.5889600000)",SCHOOL,1
2013,11/5/13,18:00:00,3B,2600 HARFORD RD,ROBBERY - STREET,I,,411,NORTHEASTERN,Coldstream Homestead Montebello,"(39.3192800000, -76.5927600000)",ROW/TOWNHO,1
2013,11/5/13,18:40:00,3B,1700 N MOUNT ST,ROBBERY - STREET,O,,742,WESTERN,Sandtown-Winchester,"(39.3083400000, -76.6448700000)",STREET,1
2013,11/5/13,19:00:00,3B,400 E BIDDLE ST,ROBBERY - STREET,O,,311,EASTERN,Johnston Square,"(39.3036900000, -76.6103100000)",STREET,1
2013,11/5/13,20:35:00,3B,7000 MCCLEAN BD,ROBBERY - STREET,O,,423,NORTHEASTERN,Hamilton Hills,"(39.3709900000, -76.5669700000)",STREET,1
2013,11/5/13,20:35:00,3CF,4600 EDMONDSON AV,ROBBERY - COMMERCIAL,I,FIREARM,822,SOUTHWESTERN,Hunting Ridge,"(39.2934000000, -76.6952800000)",RESTAURANT,1
2013,11/5/13,20:45:00,3K,2300 EDMONDSON AVE,ROBBERY - RESIDENCE,I,,721,WESTERN,Rosemont Homeowners/Tenants,"(39.2948400000, -76.6538800000)",SINGLE HOU,1
2013,11/5/13,20:50:00,3AF,300 S EDEN ST,ROBBERY - STREET,O,FIREARM,211,SOUTHEASTERN,Little Italy,"(39.2872500000, -76.5984600000)",STREET,1
2013,11/5/13,21:01:00,3AF,2900 BAUERNWOOD AV,ROBBERY - STREET,O,FIREARM,424,NORTHEASTERN,North Harford Road,"(39.3679800000, -76.5502700000)",STREET,1
2013,11/5/13,21:50:00,3B,5200 LOCH RAVEN BD,ROBBERY - STREET,O,,413,NORTHEASTERN,New Northwood,"(39.3524000000, -76.5905900000)",STREET,1
2013,11/4/13,16:10:00,3B,3200 THE ALAMEDA,ROBBERY - STREET,O,,411,NORTHEASTERN,Coldstream Homestead Montebello,"(39.3273900000, -76.5949200000)",STREET,1
2013,11/4/13,16:45:00,3B,6300 REISTERSTOWN RD,ROBBERY - STREET,O,,631,NORTHWESTERN,Reisterstown Station,"(39.3543900000, -76.6998900000)",STREET,1
2013,11/4/13,17:10:00,3AF,4900 STAFFORD ST,ROBBERY - STREET,O,FIREARM,833,SOUTHWESTERN,Beechfield,"(39.2802900000, -76.6954100000)",STREET,1
2013,11/4/13,6:00:00,3CO,1300 S MONROE ST,ROBBERY - COMMERCIAL,I,OTHER,941,SOUTHERN,Carroll - Camden Industrial Area,"(39.2746300000, -76.6412800000)",GROCERY/CO,1
2013,11/4/13,6:30:00,3K,800 N CAREY ST,ROBBERY - RESIDENCE,I,,713,WESTERN,Harlem Park,"(39.2987000000, -76.6387200000)",ROW/TOWNHO,1
